id,title,description,product_type,image_link
INVDW-L20-50,Double Window Invoice Check Envelopes (4 1/8 x 9 1/8) - Citrus - Yellow - Pack of 50,,,
INVDW-L22-50,Double Window Invoice Check Envelopes (4 1/8 x 9 1/8) - Wasabi - Green - Pack of 50,,,
LUX-10BS-103-50,#10 Button & String Policy Envelopes (4 1/8 x 9 1/2) - Navy - Blue - Pack of 50,,,
LUX-10BS-18-50,#10 Button & String Policy Envelopes (4 1/8 x 9 1/2) - Ruby Red - Pack of 50,,,
LUX-LINER-10-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Magenta - Pink - Pack of 50,,,
LUX-LINER-101-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Limelight - Green - Pack of 50,,,
LUX-LINER-102-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Pool - Blue - Pack of 50,,,
LUX-LINER-103-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Navy - Blue - Pack of 50,,,
LUX-LINER-104-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Vintage Plum - Purple - Pack of 50,,,
LUX-LINER-106-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Wisteria - Purple - Pack of 50,,,
LUX-LINER-11-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Mandarin - Orange - Pack of 50,,,
LUX-LINER-112-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Tangerine - Orange - Pack of 50,,,
LUX-LINER-12-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Sunflower - Yellow - Pack of 50,,,
LUX-LINER-13-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Baby Blue - Pack of 50,,,
LUX-LINER-14-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Candy Pink - Pack of 50,,,
LUX-LINER-15-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Lemonade - Yellow - Pack of 50,,,
LUX-LINER-17-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Chocolate - Brown - Pack of 50,,,
LUX-LINER-18-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Ruby Red - Pack of 50,,,
LUX-LINER-22-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Smoke - Gray - Pack of 50,,,
LUX-LINER-23-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Boardwalk Blue - Pack of 50,,,
LUX-LINER-25-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Teal - Blue - Pack of 50,,,
LUX-LINER-26-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Garnet - Red - Pack of 50,,,
LUX-LINER-L05-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Lilac - Purple - Pack of 50,,,
LUX-LINER-L07-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Nude - Natural - Pack of 50,,,
LUX-LINER-L17-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Holiday Green - Pack of 50,,,
LUX-LINER-L20-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Citrus - Yellow - Pack of 50,,,
LUX-LINER-L22-50,A7 Drop-In Envelope Liners (6 15/16 x 6 5/8) - Wasabi - Green - Pack of 50,,,
LUX-MPB-10-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Magenta - Pink - Pack of 5,,,
LUX-MPB-103-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Navy - Blue - Pack of 5,,,
LUX-MPB-11-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Mandarin - Orange - Pack of 5,,,
LUX-MPB-12-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Sunflower - Yellow - Pack of 5,,,
LUX-MPB-13-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Baby Blue - Pack of 10,,,
LUX-MPB-14-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Candy Pink - Pack of 10,,,
LUX-MPB-18-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Ruby Red - Pack of 5,,,
LUX-MPB-22-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Smoke - Gray - Pack of 5,,,
LUX-MPB-L17-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Holiday Green - Pack of 5,,,
LUX-MPB-L20-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Citrus - Yellow - Pack of 5,,,
LUX-MPB-L22-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Wasabi - Green - Pack of 5,,,
LUX-SPB-10-5,Small Favor Boxes (2 x 3/4 x 3) - Magenta - Pink - Pack of 5,,,
LUX-SPB-103-5,Small Favor Boxes (2 x 3/4 x 3) - Navy - Blue - Pack of 5,,,
LUX-SPB-11-5,Small Favor Boxes (2 x 3/4 x 3) - Mandarin - Orange - Pack of 5,,,
LUX-SPB-12-5,Small Favor Boxes (2 x 3/4 x 3) - Sunflower - Yellow - Pack of 5,,,
LUX-SPB-13-10,Small Favor Boxes (2 x 3/4 x 3) - Baby Blue - Pack of 10,,,
LUX-SPB-14-10,Small Favor Boxes (2 x 3/4 x 3) - Candy Pink - Pack of 10,,,
LUX-SPB-18-5,Small Favor Boxes (2 x 3/4 x 3) - Ruby Red - Pack of 5,,,
LUX-SPB-22-5,Small Favor Boxes (2 x 3/4 x 3) - Smoke - Gray - Pack of 5,,,
LUX-SPB-L17-5,Small Favor Boxes (2 x 3/4 x 3) - Holiday Green - Pack of 5,,,
LUX-SPB-L20-5,Small Favor Boxes (2 x 3/4 x 3) - Citrus - Yellow - Pack of 5,,,
LUX-SPB-L22-5,Small Favor Boxes (2 x 3/4 x 3) - Wasabi - Green - Pack of 5,,,
MPB-06-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Silver Metallic - Pack of 5,,,
MPB-07-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Gold Metallic - Pack of 5,,,
MPB-BLI-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Black Linen - Pack of 5,,,
MPB-GB-5,Medium Favor Boxes (2 1/2 x 7/8 x 4) - 18pt. Grocery Bag - Brown - Pack of 5,,,
MPB-M07-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Blonde Metallic - Gold - Pack of 10,,,
MPB-M08-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Champagne Metallic - Gold - Pack of 10,,,
MPB-M09-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Taupe Metallic - Natural - Pack of 10,,,
MPB-M75-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Rose Quartz Metallic - Pink - Pack of 10,,,
MPB-M89-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Vista Metallic - Blue - Pack of 10,,,
MPB-NLI-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - Natural Linen - Pack of 10,,,
MPB-WLI-10,Medium Favor Boxes (2 1/2 x 7/8 x 4) - White Linen - Pack of 10,,,
SPB-06-5,Small Favor Boxes (2 x 3/4 x 3) - Silver Metallic - Pack of 5,,,
SPB-07-5,Small Favor Boxes (2 x 3/4 x 3) - Gold Metallic - Pack of 5,,,
SPB-BLI-5,Small Favor Boxes (2 x 3/4 x 3) - Black Linen - Pack of 5,,,
SPB-GB-5,Small Favor Boxes (2 x 3/4 x 3) - 18pt. Grocery Bag - Brown - Pack of 5,,,
SPB-M07-10,Small Favor Boxes (2 x 3/4 x 3) - Blonde Metallic - Gold - Pack of 10,,,
SPB-M08-10,Small Favor Boxes (2 x 3/4 x 3) - Champagne Metallic - Gold - Pack of 10,,,
SPB-M09-10,Small Favor Boxes (2 x 3/4 x 3) - Taupe Metallic - Natural - Pack of 10,,,
SPB-M75-10,Small Favor Boxes (2 x 3/4 x 3) - Rose Quartz Metallic - Pink - Pack of 10,,,
SPB-M89-10,Small Favor Boxes (2 x 3/4 x 3) - Vista Metallic - Blue - Pack of 10,,,
SPB-NLI-10,Small Favor Boxes (2 x 3/4 x 3) - Natural Linen - Pack of 10,,,
SPB-WLI-10,Small Favor Boxes (2 x 3/4 x 3) - White Linen - Pack of 10,,,
WS-0056-50,# 6 1/4 Envelopes (3 1/2 x 6) - 24lb. White w/ Security Tint - Pack of 50,,,
WS-0067-50,# 6 1/4 Envelopes (3 1/2 x 6) - Bright Orange - Pack of 50,,,
WS-0068-50,# 6 1/4 Envelopes (3 1/2 x 6) - Electric Pink - Pack of 50,,,
WS-0069-50,# 6 1/4 Envelopes (3 1/2 x 6) - Holiday Red - Pack of 50,,,
WS-0071-50,# 6 1/4 Envelopes (3 1/2 x 6) - Electric Green - Pack of 50,,,
WS-0072-50,# 6 1/4 Envelopes (3 1/2 x 6) - Bright Green - Pack of 50,,,
WS-0073-50,# 6 1/4 Envelopes (3 1/2 x 6) - Bright Blue - Pack of 50,,,
WS-0074-50,# 6 1/4 Envelopes (3 1/2 x 6) - Electric Yellow - Pack of 50,,,
WS-0075-50,# 6 1/4 Envelopes (3 1/2 x 6) - Electric Orange - Pack of 50,,,
WS-0076-50,# 6 1/4 Envelopes (3 1/2 x 6) - Electric Cherry - Red - Pack of 50,,,
WS-0078-50,# 6 1/4 Envelopes (3 1/2 x 6) - Bright Fuchsia - Pink - Pack of 50,,,
WS-0097-50,# 6 1/4 Envelopes (3 1/2 x 6) - Cream - Natural - Pack of 50,,,
WS-0100-50,# 6 1/4 Envelopes (3 1/2 x 6) - Pastel Canary - Yellow - Pack of 50,,,
WS-0101-50,# 6 1/4 Envelopes (3 1/2 x 6) - Goldenrod - Yellow - Pack of 50,,,
WS-0102-50,# 6 1/4 Envelopes (3 1/2 x 6) - Pastel Pink - Pack of 50,,,
WS-0103-50,# 6 1/4 Envelopes (3 1/2 x 6) - Pastel Green - Pack of 50,,,
WS-0104-50,# 6 1/4 Envelopes (3 1/2 x 6) - Pastel Blue - Pack of 50,,,
WS-0105-50,# 6 1/4 Envelopes (3 1/2 x 6) - Pastel Gray - Pack of 50,,,
WS-0106-50,# 6 1/4 Envelopes (3 1/2 x 6) - Ivory - Natural - Pack of 50,,,
WS-2032-50,#9 Envelopes (3 7/8 x 8 7/8) - Bright Orange - Pack of 50,,,
WS-2033-50,#9 Envelopes (3 7/8 x 8 7/8) - Electric Pink - Pack of 50,,,
WS-2034-50,#9 Envelopes (3 7/8 x 8 7/8) - Holiday Red - Pack of 50,,,
WS-2036-50,#9 Envelopes (3 7/8 x 8 7/8) - Electric Green - Pack of 50,,,
WS-2037-50,#9 Envelopes (3 7/8 x 8 7/8) - Bright Green - Pack of 50,,,
WS-2038-50,#9 Envelopes (3 7/8 x 8 7/8) - Bright Blue - Pack of 50,,,
WS-2040-50,#9 Envelopes (3 7/8 x 8 7/8) - Electric Orange - Pack of 50,,,
WS-2041-50,#9 Envelopes (3 7/8 x 8 7/8) - Electric Cherry - Red - Pack of 50,,,
WS-2043-50,#9 Envelopes (3 7/8 x 8 7/8) - Bright Fuchsia - Pink - Pack of 50,,,
WS-2371-50,Accounting Software Double Window Check Envelopes (3 9/16 x 8 3/4) - 24lb. White w/ Sec Tint - Pack of 50,,,
WS-2956-50,#10  (4 1/8 x 9 1/2) - Airmail w/ Security Tint Envelopes - Pack of 50,,,
WS-2960-50,"#10 Envelopes, Printed Envelopes (4 1/8 x 9 1/2) - 24lb. White Linen - Pack of 50",,,
WS-2961-50,"#10 Envelopes, Printed Envelopes (4 1/8 x 9 1/2) - 24lb. Natural Linen - Pack of 50",,,
WS-3342-50,#10 Double Window Check Envelopes (4 1/8 x 9 1/2) - 24lb. White w/ Security Tint - Pack of 50,,,
1801-WH02-50,Gift Card Sleeve Envelopes (2 3/8 x 3 1/2) - Let It Snow! - White - Pack of 50,"The Gift Card Sleeve (2 3/8 x 3 1/2) in our Let It Snow! design shows a cute, cheerful snowman with red scarf and big eyes. Perfect for holiday gift cards, this sleeve is created from 24lb. paper stock and designed to protect the magnetic strips on the back side of gift cards, credit cards and hotel key cards. Manufactured with a double thumb cut where the end is open allowing easy access to the card inside. These seasonal envelopes can also be used to hold hand written gift notes and placed on top of holiday presents or in hanging stockings. Available in small quantities of 50 to large quantities of 50,000 and more.",,
1802-GBH01-50,Gift Card Sleeve Envelopse (2 3/8 x 3 1/2) - Happy Holidays - Grocery Bag - Pack of 50,"The Gift Card Sleeve (2 3/8 x 3 1/2) in our Happy Holidays design shows a blue snowflake printed on our signature Grocery Bag paper. Perfect for holiday gift cards, this sleeve is created from 70lb. Grocery Bag stock and designed to protect the magnetic strips on the back side of gift cards, credit cards and hotel key cards. Manufactured with a double thumb cut where the end is open allowing easy access to the card inside. These seasonal envelopes can also be used to hold hand written gift notes and placed on top of holiday presents or in hanging stockings. Available in small quantities of 50 to large quantities of 50,000 and more.",,
1801-H02-50,Gift Card Sleeve Envelopes (2 3/8 x 3 1/2) - Seasons Greetings! - White - Pack of 50,"The Gift Card Sleeve aren't just for credit cards! Use them to protect magnetic strips on your credit cards, hotel key cards, business cards, college I.D. cards, etc. Credit card sleeves are an excellent way to market your business too! Choose from a variety of appealing colors and upload your artwork to have us print on them. Manufactured with a double thumb cut where the end is open allowing easy access to the information it holds.",,
1801-H01-50,Gift Card Sleeve Envelopes (2 3/8 x 3 1/2) - Merry Christmas! - White - Pack of 50,"Gift Card Sleeves aren't just for credit cards! Use them to protect magnetic strips on your credit cards, hotel key cards, business cards, college I.D. cards, etc. Credit card sleeves are an excellent way to market your business too! Choose from a variety of appealing colors and upload your artwork to have us print on them. Manufactured with a double thumb cut where the end is open allowing easy access to the information it holds.",,
LEVC-98-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Flourish - White - Pack of 50,"#17 Mini Gift Card Envelopes (2-11/16"" x 3-11/16"") adds a unique touch to any announcement: coordinate with your favorite seating or place cards, or use with gift-cards on packages or flower arrangements; also holds several standard-sized business cards (2 x 3 1/2 dimension). Available in an assortment of shiny shades, youll be sure to find one to reflect your personal flair! Please note this envelope size is not mailable via USPS. ",,
LEVC-H01-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Sweater Pattern - White - Pack of 50,"#17 Mini Gift Card Envelopes (2-11/16"" x 3-11/16"") adds a unique touch to any announcement: coordinate with your favorite seating or place cards, or use with gift-cards on packages or flower arrangements; also holds several standard-sized business cards (2 x 3 1/2 dimension). Available in an assortment of shiny shades, youll be sure to find one to reflect your personal flair! Please note this envelope size is not mailable via USPS. ",,
LEVC-H02-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Silver Snowflakes - White - Pack of 50,"#17 Mini Gift Card Envelopes (2-11/16"" x 3-11/16"") adds a unique touch to any announcement: coordinate with your favorite seating or place cards, or use with gift-cards on packages or flower arrangements; also holds several standard-sized business cards (2 x 3 1/2 dimension). Available in an assortment of shiny shades, youll be sure to find one to reflect your personal flair! Please note this envelope size is not mailable via USPS. ",,
1CO-HOLI-50,#1 Coin Gift Card Envelopes (2 1/4 x 3 1/2) - Holiday Greeting - White - Pack of 50,"Use #1 Coin Gift Card Envelopes to hold holiday gift cards. These envelopes also hold small flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a ""catalog"" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal?. Also see our Open Side collection. Please note this envelope size is not mailable via USPS.",,
1CO-CHALK-50,#1 Coin Gift Card Envelopes (2 1/4 x 3 1/2) - Holiday Chalkboard - White - Pack of 50,"Use #1 Coin Gift Card Envelopes to hold holiday gift cards. These envelopes also hold small flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a ""catalog"" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal?. Also see our Open Side collection. Please note this envelope size is not mailable via USPS.",,
EXLEVC-18-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Ruby Red - Pack of 50,"#17 Mini Gift Card Envelopes (2 11/16"" x 3 11/16"") in 80lb. Ruby Red are deep, rich red colored mini envelopes with a smooth finish. They feature a stylish, contour flap and are sealed by a moistenable glue. These small envelopes are perfect for holding place cards, gift cards, notes, and flower arrangement cards. They also hold several standard-size business cards (2"" x 3.5"" dimension) and #17 Mini flat or folded cards (2 9/16"" x 3 9/16""). Available plain or printed for customization, branding and creative uses, starting in small quantities of 50 to large quantities of 50,000 and more. Please note that envelopes this size are not mailable via USPS.",,
EXLEVC-26-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Garnet - Red - Pack of 50,"#17 Mini Gift Card Envelopes (2 11/16"" x 3 11/16"") in 80lb. Garnet are deep, classic red colored mini envelopes with a smooth finish. They feature a stylish, contour flap and are sealed by a moistenable glue. These small envelopes are perfect for holding place cards, gift cards, notes, and flower arrangement cards. They also hold several standard-size business cards (2"" x 3.5"" dimension) and #17 Mini flat or folded cards (2 9/16"" x 3 9/16""). Available plain or printed for customization, branding and creative uses, starting in small quantities of 50 to large quantities of 50,000 and more. Please note that envelopes this size are not mailable via USPS.",,
LEVC-97-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Silver Damask - Pack of 50,"#17 Mini Gift Card Envelopes (2-11/16"" x 3-11/16"") adds a unique touch to any announcement: coordinate with your favorite seating or place cards, or use with gift-cards on packages or flower arrangements; also holds several standard-sized business cards (2 x 3 1/2 dimension). Available in an assortment of shiny shades, youll be sure to find one to reflect your personal flair! Please note this envelope size is not mailable via USPS. ",,
LEVC-98-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Flourish - White - Pack of 50,"#17 Mini Gift Card Envelopes (2-11/16"" x 3-11/16"") adds a unique touch to any announcement: coordinate with your favorite seating or place cards, or use with gift-cards on packages or flower arrangements; also holds several standard-sized business cards (2 x 3 1/2 dimension). Available in an assortment of shiny shades, youll be sure to find one to reflect your personal flair! Please note this envelope size is not mailable via USPS. ",,
LEVC-GB-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Grocery Bag - Brown - Pack of 50,"#17 Mini Gift Card Envelopes (2 11/16"" x 3 11/16"") in 70lb. Grocery Bag are brown paper bag colored mini envelopes with a recycled texture and look. They feature a stylish, contour flap and are sealed by a moistenable glue. These small envelopes are perfect for holding place cards, gift cards, notes, and flower arrangement cards. They also hold several standard-size business cards (2"" x 3.5"" dimension) and #17 Mini flat or folded cards (2 9/16"" x 3 9/16""). Available plain or printed for customization, branding and creative uses, starting in small quantities of 50 to large quantities of 50,000 and more. Please note that envelopes this size are not mailable via USPS.",,
LEVC-GBH04-50,#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) - Happy Holidays! - Grocery Bag - Pack of 50,"#17 Mini Gift Card Envelopes (2 11/16 x 3 11/16) in our Happy Holidays! design shows classic Christmas green and red holly, printed on our signature Grocery Bag paper. These seasonal envelopes are great for hand written gift notes placed on top of holiday presents or inside hanging stockings. The #17 Mini Envelope is created from 70lb. Grocery Bag stock and can fit inside all A size invitation envelope?s. It is perfect for holiday party seating and place cards holders, holiday gift cards, credit cards or hotel key cards. Available in small quantities of 50 to large quantities of 50,000 and more. Please note this envelope size is not mailable via USPS.",,
